seg_id,pci,pci_desc
SS-028174-PV1,90.54,Good
SS-028175-PV1,36.52,Very Poor
SS-028176-PV1,39.03,Very Poor
SS-028177-PV1,42.48,Poor
SS-028178-PV1,48.37,Poor
SS-028179-PV1,54.81,Poor
SS-028180-PV1,43.97,Poor
SS-028181-PV1,49.61,Poor
SS-028182-PV1,46.13,Poor
SS-028183-PV1,47.34,Poor
SS-028184-PV1,56.14,Fair
SS-028185-PV1,53.3,Poor
SS-028186-PV1,56,Fair
SS-028187-PV1,39.43,Very Poor
SS-028188-PV1,99.5,Good
SS-028189-PV1,97.5,Good
SS-028194-PV1,48.32,Poor
SS-028195-PV1,71,Satisfactory
SS-028196-PV1,85.88,Good
SS-028197-PV1,95.63,Good
SS-028198-PV1,55.29,Fair
SS-028199-PV1,82.85,Satisfactory
SS-028200-PV1,89.86,Good
SS-028201-PV1,97.2,Good
SS-028202-PV1,,
SS-028203-PV1,60.18,Fair
SS-028204-PV1,,
SS-028206-PV1,30,Very Poor
SS-028207-PV1,56.82,Fair
SS-028208-PV1,56.32,Fair
SS-028209-PV1,58,Fair
SS-028210-PV1,49.65,Poor
SS-028211-PV1,21.29,Serious
SS-028212-PV1,83.57,Satisfactory
SS-028214-PV1,46.13,Poor
SS-028215-PV1,32.73,Very Poor
SS-028216-PV1,50.47,Poor
SS-028217-PV1,44.57,Poor
SS-028218-PV1,53.82,Poor
SS-028219-PV1,38.06,Very Poor
SS-028220-PV1,100,Good
SS-028221-PV1,100,Good
SS-028222-PV1,99.5,Good
SS-028223-PV1,99.1,Good
SS-028224-PV1,78.27,Satisfactory
SS-028225-PV1,89.72,Good
SS-028226-PV1,30.33,Very Poor
SS-028227-PV1,93.54,Good
SS-028228-PV1,52.23,Poor
SS-028229-PV1,91,Good
SS-028230-PV1,21.17,Serious
SS-028231-PV1,24.38,Serious
SS-028232-PV1,88.56,Good
SS-028233-PV1,85.54,Good
SS-028234-PV1,41.69,Poor
SS-028235-PV1,21.14,Serious
SS-028236-PV1,36.83,Very Poor
SS-028237-PV1,90.16,Good
SS-028238-PV1,100,Good
SS-028239-PV1,61,Fair
SS-028240-PV1,69.27,Fair
SS-028241-PV1,46.69,Poor
SS-028242-PV1,32.64,Very Poor
SS-028243-PV1,94.7,Good
SS-028244-PV1,100,Good
SS-028245-PV1,100,Good
SS-028246-PV1,100,Good
SS-028247-PV1,100,Good
SS-028248-PV1,100,Good
SS-028249-PV1,93,Good
SS-028250-PV1,91.86,Good
SS-028251-PV1,87.35,Good
SS-028252-PV1,93.84,Good
SS-028253-PV1,93,Good
SS-028254-PV1,94.86,Good
SS-028255-PV1,92.02,Good
SS-028259-PV1,51.23,Poor
SS-028260-PV1,54.52,Poor
SS-028261-PV1,96.4,Good
SS-028262-PV1,95.33,Good
SS-028263-PV1,41.17,Poor
SS-028264-PV1,20.49,Serious
SS-028265-PV1,90.37,Good
SS-028266-PV1,79.83,Satisfactory
SS-028267-PV1,59.54,Fair
SS-028268-PV1,70.96,Satisfactory
SS-028269-PV1,65.7,Fair
SS-028270-PV1,64.05,Fair
SS-028271-PV1,93.83,Good
SS-028272-PV1,94.92,Good
SS-028275-PV1,21.81,Serious
SS-028276-PV1,92.4,Good
SS-028277-PV1,,
SS-028278-PV1,33.56,Very Poor
SS-028280-PV1,31.88,Very Poor
SS-028281-PV1,58.67,Fair
SS-028282-PV1,85.01,Good
SS-028283-PV1,90.9,Good
SS-028284-PV1,100,Good
SS-028285-PV1,100,Good
SS-028286-PV1,100,Good
SS-028287-PV1,100,Good
SS-028288-PV1,99.19,Good
SS-028289-PV1,68.94,Fair
SS-028290-PV1,96.84,Good
SS-028291-PV1,84.08,Satisfactory
SS-028292-PV1,87.11,Good
SS-028295-PV1,95.45,Good
SS-028296-PV1,97.38,Good
SS-028297-PV1,58.2,Fair
SS-028299-PV1,85.89,Good
SS-028300-PV1,87.05,Good
SS-028301-PV1,95.53,Good
SS-028302-PV1,83.27,Satisfactory
SS-028303-PV1,69.39,Fair
SS-028304-PV1,58.74,Fair
SS-028305-PV1,38.87,Very Poor
SS-028306-PV1,50.79,Poor
SS-028307-PV1,91.64,Good
SS-028313-PV1,30.89,Very Poor
SS-028314-PV1,52.34,Poor
SS-028315-PV1,97,Good
SS-028316-PV1,97,Good
SS-028318-PV1,97,Good
SS-028319-PV1,90.72,Good
SS-028320-PV1,97.25,Good
SS-028321-PV1,96.91,Good
SS-028322-PV1,97.5,Good
SS-028323-PV1,64.59,Fair
SS-028324-PV1,90.71,Good
SS-028325-PV1,95.55,Good
SS-028326-PV1,97,Good
SS-028327-PV1,92.33,Good
SS-028328-PV1,65.54,Fair
SS-028329-PV1,48.65,Poor
SS-028330-PV1,56.23,Fair
SS-028331-PV1,57.15,Fair
SS-028332-PV1,49.68,Poor
SS-028333-PV1,51.15,Poor
SS-028334-PV1,34.35,Very Poor
SS-028335-PV1,99.4,Good
SS-028336-PV1,95,Good
SS-028337-PV1,81.36,Satisfactory
SS-028338-PV1,58.33,Fair
SS-028339-PV1,56,Fair
SS-028340-PV1,46.09,Poor
SS-028341-PV1,83.26,Satisfactory
SS-028342-PV1,46.95,Poor
SS-028343-PV1,44.49,Poor
SS-028344-PV1,56.88,Fair
SS-028345-PV1,29.53,Very Poor
SS-028346-PV1,99.21,Good
SS-028347-PV1,99.54,Good
SS-028348-PV1,95,Good
SS-028349-PV1,99.5,Good
SS-028350-PV1,100,Good
SS-028351-PV1,92.32,Good
SS-028352-PV1,94.02,Good
SS-028353-PV1,93.95,Good
SS-028354-PV1,95,Good
SS-028355-PV1,94.33,Good
SS-028356-PV1,85.8,Good
SS-028357-PV1,100,Good
SS-028358-PV1,25.43,Very Poor
SS-028359-PV1,21.48,Serious
SS-028360-PV1,20.03,Serious
SS-028361-PV1,13.19,Serious
SS-028362-PV1,27,Very Poor
SS-028363-PV1,95.49,Good
SS-028364-PV1,92.88,Good
SS-028365-PV1,100,Good
SS-028366-PV1,100,Good
SS-028367-PV1,100,Good
SS-028368-PV1,95.5,Good
SS-028369-PV1,89.88,Good
SS-028370-PV1,90.1,Good
SS-028371-PV1,88.71,Good
SS-028372-PV1,92.5,Good
SS-028373-PV1,93.21,Good
SS-028374-PV1,97.5,Good
SS-028375-PV1,92.25,Good
SS-028376-PV1,98.31,Good
SS-028377-PV1,44.72,Poor
SS-028379-PV1,57.84,Fair
SS-028380-PV1,58.98,Fair
SS-028381-PV1,42.48,Poor
SS-028382-PV1,89,Good
SS-028383-PV1,100,Good
SS-028384-PV1,100,Good
SS-028385-PV1,99.3,Good
SS-028386-PV1,100,Good
SS-028387-PV1,100,Good
SS-028388-PV1,100,Good
SS-028389-PV1,98.17,Good
SS-028390-PV1,100,Good
SS-028391-PV1,100,Good
SS-028392-PV1,100,Good
SS-028393-PV1,97.2,Good
SS-028394-PV1,100,Good
SS-028395-PV1,8,Failed
SS-028396-PV1,,
SS-028401-PV1,81.77,Satisfactory
SS-028402-PV1,78.01,Satisfactory
SS-028403-PV1,81.69,Satisfactory
SS-028404-PV1,95,Good
SS-028405-PV1,100,Good
SS-028406-PV1,94.28,Good
SS-028407-PV1,97.5,Good
SS-028408-PV1,97.5,Good
SS-028409-PV1,97.5,Good
SS-028410-PV1,55.21,Fair
SS-028411-PV1,22.75,Serious
SS-028412-PV1,87.83,Good
SS-028413-PV1,52.18,Poor
SS-028414-PV1,98.6,Good
SS-028415-PV1,64,Fair
SS-028416-PV1,61.26,Fair
SS-028417-PV1,43.84,Poor
SS-028418-PV1,58,Fair
SS-028419-PV1,91.87,Good
SS-028420-PV1,95,Good
SS-028421-PV1,94.39,Good
SS-028422-PV1,38.87,Very Poor
SS-028423-PV1,11.19,Serious
SS-028424-PV1,96,Good
SS-028425-PV1,97.09,Good
SS-028426-PV1,98.21,Good
SS-028427-PV1,55.99,Fair
SS-028428-PV1,93.28,Good
SS-028429-PV1,95,Good
SS-028430-PV1,93,Good
SS-028431-PV1,32.96,Very Poor
SS-028432-PV1,63.18,Fair
SS-028433-PV1,55.29,Fair
SS-028434-PV1,56,Fair
SS-028435-PV1,84.69,Satisfactory
SS-028436-PV1,86.43,Good
SS-028437-PV1,37.15,Very Poor
SS-028438-PV1,24.99,Serious
SS-028439-PV1,12.89,Serious
SS-028440-PV1,59.31,Fair
SS-028441-PV1,57.74,Fair
SS-028442-PV1,52.18,Poor
SS-028443-PV1,50.43,Poor
SS-028444-PV1,59.82,Fair
SS-028445-PV1,71.33,Satisfactory
SS-028446-PV1,25.84,Very Poor
SS-028447-PV1,79.85,Satisfactory
SS-028448-PV1,80.94,Satisfactory
SS-028449-PV1,48.97,Poor
SS-028450-PV1,63.49,Fair
SS-028451-PV1,56.77,Fair
SS-028452-PV1,65.03,Fair
SS-028453-PV1,89.76,Good
SS-028454-PV1,95.49,Good
SS-028455-PV1,95.49,Good
SS-028456-PV1,89.03,Good
SS-028457-PV1,86.68,Good
SS-028458-PV1,92.41,Good
SS-028459-PV1,50.57,Poor
SS-028460-PV1,40.46,Poor
SS-028461-PV1,66.85,Fair
SS-028462-PV1,91.11,Good
SS-028463-PV1,93.46,Good
SS-028464-PV1,100,Good
SS-028466-PV1,55.38,Fair
SS-028468-PV1,90,Good
SS-028469-PV1,91.28,Good
SS-028470-PV1,45.52,Poor
SS-028472-PV1,64,Fair
SS-028473-PV1,79.43,Satisfactory
SS-028474-PV1,94.21,Good
SS-028475-PV1,39.9,Very Poor
SS-028476-PV1,24.79,Serious
SS-028477-PV1,25.87,Very Poor
SS-028478-PV1,19.38,Serious
SS-028479-PV1,0,Failed
SS-028480-PV1,17.7,Serious
SS-028483-PV1,65.63,Fair
SS-028484-PV1,62.2,Fair
SS-028485-PV1,58,Fair
SS-028486-PV1,,
SS-028488-PV1,,
SS-028489-PV1,,
SS-028490-PV1,96,Good
SS-028491-PV1,,
SS-028492-PV1,38.55,Very Poor
SS-028493-PV1,34.51,Very Poor
SS-028494-PV1,36.47,Very Poor
SS-028495-PV1,39.72,Very Poor
SS-028496-PV1,88.56,Good
SS-028497-PV1,100,Good
SS-028498-PV1,100,Good
SS-028499-PV1,98.61,Good
SS-028500-PV1,97.76,Good
SS-028501-PV1,100,Good
SS-028502-PV1,98.88,Good
SS-028503-PV1,70.76,Satisfactory
SS-028504-PV1,48.03,Poor
SS-028505-PV1,100,Good
SS-028506-PV1,59.51,Fair
SS-028507-PV1,41.78,Poor
SS-028508-PV1,44.99,Poor
SS-028510-PV1,24.69,Serious
SS-028511-PV1,54.53,Poor
SS-028512-PV1,19.49,Serious
SS-028513-PV1,27.14,Very Poor
SS-028514-PV1,31.24,Very Poor
SS-028515-PV1,95,Good
SS-028516-PV1,54,Poor
SS-028517-PV1,58.71,Fair
SS-028518-PV1,34.43,Very Poor
SS-028519-PV1,36.84,Very Poor
SS-028521-PV1,42.79,Poor
SS-028522-PV1,85.86,Good
SS-028523-PV1,36,Very Poor
SS-028524-PV1,27.76,Very Poor
SS-028525-PV1,26.88,Very Poor
SS-028526-PV1,46.69,Poor
SS-028527-PV1,16.02,Serious
SS-028528-PV1,48.75,Poor
SS-028529-PV1,15.31,Serious
SS-028530-PV1,20.6,Serious
SS-028531-PV1,43.49,Poor
SS-028532-PV1,66.93,Fair
SS-028533-PV1,46.54,Poor
SS-028534-PV1,8.95,Failed
SS-028535-PV1,22.74,Serious
SS-028536-PV1,100,Good
SS-028537-PV1,48.4,Poor
SS-028538-PV1,53.16,Poor
SS-028539-PV1,15,Serious
SS-028540-PV1,35.29,Very Poor
SS-028541-PV1,38.93,Very Poor
SS-028542-PV1,75.28,Satisfactory
SS-028543-PV1,90,Good
SS-028544-PV1,47.56,Poor
SS-028545-PV1,46.37,Poor
SS-028547-PV1,37.07,Very Poor
SS-028548-PV1,52.49,Poor
SS-028549-PV1,25.78,Very Poor
SS-028550-PV1,24.11,Serious
SS-028551-PV1,28.67,Very Poor
SS-028552-PV1,90.45,Good
SS-028553-PV1,88.83,Good
SS-028554-PV1,93.79,Good
SS-028555-PV1,55.28,Fair
SS-028556-PV1,98.41,Good
SS-028557-PV1,90.16,Good
SS-028558-PV1,75.07,Satisfactory
SS-028559-PV1,99.5,Good
SS-028560-PV1,99.2,Good
SS-028561-PV1,37.29,Very Poor
SS-028562-PV1,93.28,Good
SS-028563-PV1,43.02,Poor
SS-028564-PV1,38.35,Very Poor
SS-028565-PV1,42.96,Poor
SS-028566-PV1,87.35,Good
SS-028567-PV1,58.31,Fair
SS-028568-PV1,100,Good
SS-028570-PV1,58.61,Fair
SS-028571-PV1,56,Fair
SS-028572-PV1,95,Good
SS-028573-PV1,95,Good
SS-028574-PV1,95,Good
SS-028575-PV1,95.65,Good
SS-028576-PV1,86.73,Good
SS-028577-PV1,94.08,Good
SS-028578-PV1,94.51,Good
SS-028579-PV1,56.72,Fair
SS-028580-PV1,37.26,Very Poor
SS-028581-PV1,60.89,Fair
SS-028582-PV1,84.64,Satisfactory
SS-028583-PV1,92.16,Good
SS-028584-PV1,81.12,Satisfactory
SS-028585-PV1,72.85,Satisfactory
SS-028586-PV1,100,Good
SS-028587-PV1,91.79,Good
SS-028588-PV1,80.87,Satisfactory
SS-028589-PV1,53.16,Poor
SS-028590-PV1,70.56,Satisfactory
SS-028591-PV1,89.93,Good
SS-028592-PV1,96,Good
SS-028593-PV1,96,Good
SS-028594-PV1,89.91,Good
SS-028595-PV1,94.43,Good
SS-028596-PV1,96,Good
SS-028597-PV1,91.99,Good
SS-028598-PV1,100,Good
SS-028599-PV1,100,Good
SS-028600-PV1,100,Good
SS-028601-PV1,100,Good
SS-028602-PV1,100,Good
SS-028603-PV1,100,Good
SS-028604-PV1,100,Good
SS-028605-PV1,100,Good
SS-028606-PV1,100,Good
SS-028607-PV1,100,Good
SS-028608-PV1,99.13,Good
SS-028609-PV1,100,Good
SS-028610-PV1,100,Good
SS-028611-PV1,100,Good
SS-028612-PV1,100,Good
SS-028613-PV1,100,Good
SS-028614-PV1,100,Good
SS-028615-PV1,100,Good
SS-028616-PV1,100,Good
SS-028617-PV1,91.51,Good
SS-028618-PV1,49.58,Poor
SS-028619-PV1,50.18,Poor
SS-028620-PV1,42.78,Poor
SS-028621-PV1,40.65,Poor
SS-028622-PV1,47.35,Poor
SS-028623-PV1,51.76,Poor
SS-028624-PV1,54.48,Poor
SS-028625-PV1,82.5,Satisfactory
SS-028626-PV1,71,Satisfactory
SS-028627-PV1,69.78,Fair
SS-028628-PV1,86.87,Good
SS-028629-PV1,85.23,Good
SS-028631-PV1,100,Good
SS-028632-PV1,100,Good
SS-028633-PV1,68.81,Fair
SS-028634-PV1,70.03,Satisfactory
SS-028635-PV1,87.88,Good
SS-028636-PV1,83.24,Satisfactory
SS-028637-PV1,96.11,Good
SS-028638-PV1,4.55,Failed
SS-028639-PV1,22.43,Serious
SS-028640-PV1,46,Poor
SS-028641-PV1,24.71,Serious
SS-028642-PV1,91.39,Good
SS-028643-PV1,93.9,Good
SS-028644-PV1,90.81,Good
SS-028645-PV1,88.86,Good
SS-028646-PV1,73.73,Satisfactory
SS-028647-PV1,77.07,Satisfactory
SS-028648-PV1,60.56,Fair
SS-028649-PV1,77.67,Satisfactory
SS-028650-PV1,89.78,Good
SS-028651-PV1,71.13,Satisfactory
SS-028652-PV1,26.53,Very Poor
SS-028655-PV1,39.43,Very Poor
SS-028656-PV1,14.15,Serious
SS-028657-PV1,54.56,Poor
SS-028658-PV1,54.81,Poor
SS-028665-PV1,42.69,Poor
SS-028666-PV1,63.26,Fair
SS-028667-PV1,84.85,Satisfactory
SS-028668-PV1,100,Good
SS-028669-PV1,94.67,Good
SS-028670-PV1,79.6,Satisfactory
SS-028671-PV1,79.6,Satisfactory
SS-028672-PV1,97.2,Good
SS-028673-PV1,66.25,Fair
SS-028674-PV1,56.18,Fair
SS-028675-PV1,57.57,Fair
SS-028676-PV1,53.95,Poor
SS-028677-PV1,95,Good
SS-028678-PV1,95,Good
SS-028679-PV1,56,Fair
SS-028680-PV1,100,Good
SS-028681-PV1,97.13,Good
SS-028682-PV1,99.4,Good
SS-028683-PV1,100,Good
SS-028684-PV1,100,Good
SS-028685-PV1,54,Poor
SS-028686-PV1,54,Poor
SS-028687-PV1,94.79,Good
SS-028688-PV1,93.01,Good
SS-028689-PV1,67.96,Fair
SS-028690-PV1,22,Serious
SS-028691-PV1,30.02,Very Poor
SS-028692-PV1,95,Good
SS-028693-PV1,50.69,Poor
SS-028694-PV1,93.25,Good
SS-028695-PV1,93.1,Good
SS-028700-PV1,90.46,Good
SS-028701-PV1,44.11,Poor
SS-028702-PV1,29.8,Very Poor
SS-028703-PV1,39,Very Poor
SS-028706-PV1,51.59,Poor
SS-028707-PV1,72.42,Satisfactory
SS-028708-PV1,11.4,Serious
SS-028709-PV1,42.16,Poor
SS-028710-PV1,19,Serious
SS-028711-PV1,13,Serious
SS-028712-PV1,33.35,Very Poor
SS-028713-PV1,76.5,Satisfactory
SS-028714-PV1,95,Good
SS-028715-PV1,93.49,Good
SS-028716-PV1,92.37,Good
SS-028717-PV1,68.39,Fair
SS-028718-PV1,81.33,Satisfactory
SS-028719-PV1,59.57,Fair
SS-028720-PV1,71.47,Satisfactory
SS-028721-PV1,95,Good
SS-028722-PV1,,
SS-028723-PV1,35.24,Very Poor
SS-028724-PV1,100,Good
SS-028725-PV1,27.09,Very Poor
SS-028726-PV1,22.6,Serious
SS-028727-PV1,29.31,Very Poor
SS-028728-PV1,62.04,Fair
SS-028729-PV1,64,Fair
SS-028730-PV1,62.77,Fair
SS-028731-PV1,95.92,Good
SS-028732-PV1,83.11,Satisfactory
SS-028733-PV1,49.53,Poor
SS-028734-PV1,98.08,Good
SS-028735-PV1,26.7,Very Poor
SS-028736-PV1,20.01,Serious
SS-028737-PV1,47.52,Poor
SS-028738-PV1,36.82,Very Poor
SS-028739-PV1,76.27,Satisfactory
SS-028740-PV1,69.67,Fair
SS-028741-PV1,70.32,Satisfactory
SS-028742-PV1,71,Satisfactory
SS-028743-PV1,70.07,Satisfactory
SS-028744-PV1,71,Satisfactory
SS-028745-PV1,83.33,Satisfactory
SS-028747-PV1,74.56,Satisfactory
SS-028748-PV1,97.18,Good
SS-028749-PV1,99.5,Good
SS-028750-PV1,88.81,Good
SS-028751-PV1,81.56,Satisfactory
SS-028752-PV1,97.1,Good
SS-028753-PV1,92.94,Good
SS-028754-PV1,94,Good
SS-028755-PV1,69.96,Fair
SS-028756-PV1,95.5,Good
SS-028757-PV1,95.5,Good
SS-028759-PV1,62.73,Fair
SS-028760-PV1,95.5,Good
SS-028761-PV1,96.82,Good
SS-028762-PV1,96.83,Good
SS-028763-PV1,97.09,Good
SS-028764-PV1,96.65,Good
SS-028765-PV1,96.74,Good
SS-028766-PV1,61.24,Fair
SS-028767-PV1,100,Good
SS-028768-PV1,100,Good
SS-028770-PV1,33.32,Very Poor
SS-028771-PV1,23.14,Serious
SS-028772-PV1,82.75,Satisfactory
SS-028773-PV1,51.67,Poor
SS-028774-PV1,54.46,Poor
SS-028775-PV1,55.99,Fair
SS-028776-PV1,56.87,Fair
SS-028777-PV1,61.98,Fair
SS-028778-PV1,82.51,Satisfactory
SS-028779-PV1,53.35,Poor
SS-028780-PV1,93.74,Good
SS-028781-PV1,58,Fair
SS-028782-PV1,23.89,Serious
SS-028783-PV1,79.51,Satisfactory
SS-028784-PV1,92.79,Good
SS-028785-PV1,99.3,Good
SS-028786-PV1,29.41,Very Poor
SS-028787-PV1,24.21,Serious
SS-028788-PV1,27.61,Very Poor
SS-028789-PV1,24.83,Serious
SS-028790-PV1,32.3,Very Poor
SS-028791-PV1,99.78,Good
SS-028792-PV1,100,Good
SS-028793-PV1,76.5,Satisfactory
SS-028794-PV1,93,Good
SS-028795-PV1,20.81,Serious
SS-028796-PV1,64.41,Fair
SS-028797-PV1,14.51,Serious
SS-028798-PV1,55.32,Fair
SS-028799-PV1,99.16,Good
SS-028800-PV1,99.97,Good
SS-028801-PV1,82,Satisfactory
SS-028802-PV1,56.76,Fair
SS-028803-PV1,56.38,Fair
SS-028804-PV1,57.41,Fair
SS-028805-PV1,57.34,Fair
SS-028806-PV1,57.16,Fair
SS-028807-PV1,24.83,Serious
SS-028808-PV1,12.12,Serious
SS-028809-PV1,68.65,Fair
SS-028812-PV1,95,Good
SS-028813-PV1,83.13,Satisfactory
SS-028814-PV1,55.5,Fair
SS-028815-PV1,55.13,Fair
SS-028816-PV1,62.43,Fair
SS-028817-PV1,39.96,Very Poor
SS-028819-PV1,95,Good
SS-028820-PV1,95,Good
SS-028821-PV1,65.16,Fair
SS-028822-PV1,58,Fair
SS-028823-PV1,52.43,Poor
SS-028824-PV1,56,Fair
SS-028825-PV1,91.98,Good
SS-028826-PV1,74,Satisfactory
SS-028827-PV1,56.76,Fair
SS-028828-PV1,88.64,Good
SS-028829-PV1,92.72,Good
SS-028830-PV1,92.51,Good
SS-028831-PV1,51.86,Poor
SS-028832-PV1,37.17,Very Poor
SS-028833-PV1,46.16,Poor
SS-028834-PV1,56.76,Fair
SS-028835-PV1,56.5,Fair
SS-028836-PV1,60.37,Fair
SS-028837-PV1,54.33,Poor
SS-028838-PV1,61.42,Fair
SS-028839-PV1,62,Fair
SS-028840-PV1,60.41,Fair
SS-028841-PV1,61.59,Fair
SS-028842-PV1,100,Good
SS-028843-PV1,64,Fair
SS-028844-PV1,99.11,Good
SS-028845-PV1,98.69,Good
SS-028846-PV1,62,Fair
SS-028847-PV1,71.14,Satisfactory
SS-028848-PV1,62.8,Fair
SS-028849-PV1,92.5,Good
SS-028850-PV1,97.87,Good
SS-028851-PV1,100,Good
SS-028852-PV1,97.78,Good
SS-028853-PV1,98.81,Good
SS-028854-PV1,97.5,Good
SS-028855-PV1,100,Good
SS-028856-PV1,98.43,Good
SS-028857-PV1,100,Good
SS-028858-PV1,57.86,Fair
SS-028859-PV1,55.75,Fair
SS-028860-PV1,55.4,Fair
SS-028861-PV1,66.82,Fair
SS-028862-PV1,99.5,Good
SS-028863-PV1,99.5,Good
SS-028864-PV1,95.71,Good
SS-028865-PV1,95.39,Good
SS-028866-PV1,41.17,Poor
SS-028867-PV1,93,Good
SS-028868-PV1,93.16,Good
SS-028869-PV1,76.22,Satisfactory
SS-028870-PV1,98.52,Good
SS-028871-PV1,91.08,Good
SS-028872-PV1,64.06,Fair
SS-028873-PV1,94.15,Good
SS-028874-PV1,95.59,Good
SS-028875-PV1,97.71,Good
SS-028876-PV1,58.54,Fair
SS-028877-PV1,53.17,Poor
SS-028880-PV1,100,Good
SS-028881-PV1,100,Good
SS-028882-PV1,80.46,Satisfactory
SS-028883-PV1,97,Good
SS-028884-PV1,64,Fair
SS-028885-PV1,71.31,Satisfactory
SS-028886-PV1,52.2,Poor
SS-028887-PV1,75.2,Satisfactory
SS-028888-PV1,63.67,Fair
SS-028889-PV1,57.29,Fair
SS-028890-PV1,74.14,Satisfactory
SS-028891-PV1,76.1,Satisfactory
SS-028892-PV1,78.38,Satisfactory
SS-028893-PV1,78.77,Satisfactory
SS-028894-PV1,82.53,Satisfactory
SS-028895-PV1,54.81,Poor
SS-028896-PV1,87.35,Good
SS-028897-PV1,60.2,Fair
SS-028898-PV1,99.5,Good
SS-028899-PV1,52.84,Poor
SS-028900-PV1,56,Fair
SS-028901-PV1,55.12,Fair
SS-028902-PV1,57.6,Fair
SS-028903-PV1,56.44,Fair
SS-028907-PV1,60.46,Fair
SS-028908-PV1,52.19,Poor
SS-028909-PV1,67.73,Fair
SS-028910-PV1,53.06,Poor
SS-028911-PV1,31.29,Very Poor
SS-028912-PV1,40.13,Poor
SS-028913-PV1,27.97,Very Poor
SS-028914-PV1,99.5,Good
SS-028915-PV1,99.5,Good
SS-028916-PV1,97.2,Good
SS-028917-PV1,99.5,Good
SS-028918-PV1,99.5,Good
SS-028919-PV1,99.5,Good
SS-028920-PV1,99.5,Good
SS-028921-PV1,99.5,Good
SS-028922-PV1,99.5,Good
SS-028923-PV1,99.67,Good
SS-028924-PV1,54.73,Poor
SS-028925-PV1,32.41,Very Poor
SS-028926-PV1,56.35,Fair
SS-028927-PV1,60.34,Fair
SS-028928-PV1,94.1,Good
SS-028929-PV1,94.06,Good
SS-028930-PV1,17.73,Serious
SS-028931-PV1,61.82,Fair
SS-028932-PV1,88.36,Good
SS-028933-PV1,96.11,Good
SS-028934-PV1,100,Good
SS-028935-PV1,100,Good
SS-028936-PV1,90.07,Good
SS-028937-PV1,85.8,Good
SS-028938-PV1,92.48,Good
SS-028939-PV1,91,Good
SS-028940-PV1,90,Good
SS-028941-PV1,87.16,Good
SS-028942-PV1,96.18,Good
SS-028943-PV1,99.21,Good
SS-028944-PV1,94,Good
SS-028945-PV1,99.5,Good
SS-028946-PV1,99.5,Good
SS-028947-PV1,49.44,Poor
SS-028948-PV1,95,Good
SS-028949-PV1,98.57,Good
SS-028950-PV1,17.17,Serious
SS-028951-PV1,33.38,Very Poor
SS-028952-PV1,47.7,Poor
SS-028954-PV1,73.63,Satisfactory
SS-028955-PV1,47.37,Poor
SS-028956-PV1,100,Good
SS-028957-PV1,44.29,Poor
SS-028958-PV1,36.34,Very Poor
SS-028959-PV1,83.22,Satisfactory
SS-028960-PV1,70.26,Satisfactory
SS-028961-PV1,86.57,Good
SS-028962-PV1,42.58,Poor
SS-028963-PV1,62,Fair
SS-028964-PV1,26.63,Very Poor
SS-028965-PV1,33.04,Very Poor
SS-028966-PV1,50.2,Poor
SS-028967-PV1,17.8,Serious
SS-028969-PV1,100,Good
SS-028970-PV1,100,Good
SS-028971-PV1,100,Good
SS-028972-PV1,100,Good
SS-028973-PV1,100,Good
SS-028974-PV1,90.13,Good
SS-028975-PV1,100,Good
SS-028976-PV1,91.1,Good
SS-028977-PV1,85.7,Good
SS-028978-PV1,87.13,Good
SS-028979-PV1,94.01,Good
SS-028980-PV1,96.98,Good
SS-028981-PV1,99.35,Good
SS-028982-PV1,25.9,Very Poor
SS-028983-PV1,76.01,Satisfactory
SS-028984-PV1,32.71,Very Poor
SS-028985-PV1,100,Good
SS-028986-PV1,85.06,Good
SS-028987-PV1,71.69,Satisfactory
SS-028990-PV1,99.84,Good
SS-028991-PV1,91.52,Good
SS-028992-PV1,58,Fair
SS-028993-PV1,57.19,Fair
SS-028994-PV1,97.2,Good
SS-028995-PV1,58,Fair
SS-028996-PV1,58,Fair
SS-028997-PV1,58,Fair
SS-028998-PV1,90.44,Good
SS-028999-PV1,97.2,Good
SS-029000-PV1,98.35,Good
SS-029001-PV1,8.19,Failed
SS-029002-PV1,96.43,Good
SS-029003-PV1,91.68,Good
SS-029004-PV1,51.76,Poor
SS-029005-PV1,37.26,Very Poor
SS-029006-PV1,49.15,Poor
SS-029007-PV1,50.28,Poor
SS-029008-PV1,48.4,Poor
SS-029009-PV1,79.44,Satisfactory
SS-029010-PV1,58,Fair
SS-029011-PV1,87.77,Good
SS-029013-PV1,35.93,Very Poor
SS-029014-PV1,23.77,Serious
SS-029015-PV1,,
SS-029016-PV1,38.6,Very Poor
SS-029017-PV1,23.65,Serious
SS-029021-PV1,,
SS-029022-PV1,12.83,Serious
SS-029023-PV1,83.94,Satisfactory
SS-029024-PV1,97.75,Good
SS-029025-PV1,,
SS-029026-PV1,85,Good
SS-029027-PV1,91,Good
SS-029031-PV1,34.84,Very Poor
SS-029032-PV1,100,Good
SS-029033-PV1,100,Good
SS-029034-PV1,100,Good
SS-029035-PV1,87.5,Good
SS-029037-PV1,97.61,Good
SS-029038-PV1,98,Good
SS-029039-PV1,97.44,Good
SS-029040-PV1,96.7,Good
SS-029041-PV1,95.54,Good
SS-029042-PV1,61.12,Fair
SS-029043-PV1,69,Fair
SS-029044-PV1,78.1,Satisfactory
SS-029045-PV1,51.93,Poor
SS-029046-PV1,95.69,Good
